click	weekday	hour	bidid	timestamp	logtype	ipinyouid	useragent	IP	region	city	adexchange	domain	url	urlid	slotid	slotwidth	slotheight	slotvisibility	slotformat	slotprice	creative	bidprice	payprice	keypage	advertiser	usertag
0	4	00	c65a5c2c3b9ddcd0aed408fdd1263d85	20130606000105653	1	Vh1zLuNT3QTOaYj	windows_ie	183.190.105.*	15	23	1	DFpETJn8Penx1m54	f3b0faa2151d88f15ad3f553cecad905	null	mm_10941301_943789_11236963	728	90	0	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	4	bebefa5efe83beee17a3d245e7c5085b	1458	13403
0	4	00	27b64ddca7748d9361111364cb7b5844	20130606000105654	1	VhnRPRTZD9E8XME	windows_ie	14.151.252.*	216	217	1	DFpETuxoGQdcFNKbuKz	7329a5c7d5b4ea4f5f215414f5805ef8	null	mm_10024662_3445902_11178345	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	12	bebefa5efe83beee17a3d245e7c5085b	1458	10067,10063,10006,10110
0	4	00	e3861168103b5915a1bd3915d80f447d	20130606000105696	1	Vhp2LrC83TKvJhb	windows_chrome	125.39.238.*	2	2	1	trqRTJkrXTq8wTK4wJB	d23c62f7e6ce83425f6e181b37138bcc	null	mm_12990852_3067164_10344354	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	76	bebefa5efe83beee17a3d245e7c5085b	1458	10063,13866,10006,10024,10111
0	4	00	84daf87fbf26c38331becc9d47ba48e8	20130606000105703	1	Vhk7ZAnyDQsLQCn	windows_ie	123.11.222.*	164	177	1	trqRTJuuBok7gspy	d3f0f84f7c18426d28b627ece6e4254c	null	mm_29625380_3451648_11208638	336	280	0	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	95	bebefa5efe83beee17a3d245e7c5085b	1458	10083,13800,10074,10063,10111
0	4	00	f83ba6ab0a1cef840869e3b4e3ac7460	20130606000105723	1	Vhk7ZAnyDUbWXZk	windows_ie	122.195.76.*	80	84	1	trqRTJCrPqmYgMuY5SqW	f1d1b06dfc0b9f7198478e5ec0e4e494	null	mm_10046361_1524847_11259844	336	280	0	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	166	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	164d2d854bcf595f54b3fd8a49d6238c	20130606000105730	1	Vhkr13mdO91dtI2	windows_chrome	122.79.66.*	164	171	1	DD1SqS9uQQTY1m58uG	8bc4b21549b010d7971d26ccec8a93ee	null	mm_26632216_3300745_10762414	728	90	1	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	4	bebefa5efe83beee17a3d245e7c5085b	1458	10031,10063,10006,14273,10052,10110
0	4	00	509401f2cd93bfb3722e4043d34e6945	20130606000105733	1	VhdK1kqoLlmZMIj	windows_ie	222.216.140.*	238	239	1	51F-l19YBqq4gsz4JKTI	36f017cd3665e94b928674b6a3a21059	null	mm_10024662_3445902_11178361	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	29	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	ebd84d62e8ae1cdfbb31b24ed2926fa8	20130606000105735	1	VhTHLnFiP9sOXha	windows_chrome	120.210.180.*	106	106	1	null	null	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	59	bebefa5efe83beee17a3d245e7c5085b	1458	10063,13866,10024,10006,10111
0	4	00	d1533e2b4e9f735130cf427cd002776a	20130606000105736	1	VhLR15FiO9TcDVz	windows_ie	113.81.0.*	216	227	1	trqRTvFRLpscFU	cf52c7494bad199d05af0bc5620d7f28	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	8	bebefa5efe83beee17a3d245e7c5085b	1458	13866,10024,10006,10063,10111
0	4	00	327634c99987314062955c5bed8e0f4f	20130606000105745	1	VhKDOw5l3eM2XVE	windows_chrome	113.246.150.*	201	202	1	null	null	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	18	bebefa5efe83beee17a3d245e7c5085b	1458	10006,13866,10111
0	4	00	dae3890080e2a2c0ecc2a722f92b11f1	20130606000105767	1	Vhk7ZAnyDofhtGa	windows_ie	113.229.196.*	40	46	1	DFpETuxoGQdcFNKbuKz	66b1632baf967000bde6af628ab8f48b	null	mm_10024662_3445902_11178345	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	19	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10110
0	4	00	748c018e46d9c7fb7ecab1ea7adb617f	20130606000105788	1	VhkE1nqQ3U923Ya	windows_ie	27.185.13.*	3	4	1	51F-l19YBqq4gsz4JKTI	6264b8ad249c583e6c4a773431e9699a	null	mm_10024662_3445902_11178361	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	41	bebefa5efe83beee17a3d245e7c5085b	1458	10076,10075
0	4	00	e3de5e349febce3e715b7ab46840cf6d	20130606000105809	1	VhnR15fIPlpHgWE	windows_chrome	119.114.98.*	40	43	1	trqRTvFoMNmIFY5SaMpENpn	ce1a5558b1c3c9ccae9772314537914c	null	mm_10029307_121417_10790029	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	53	bebefa5efe83beee17a3d245e7c5085b	1458	13042,10006,10031,10077,10110
0	4	00	b196300e9d5423500003956d5c42370d	20130606000105814	1	Vhk7ZAnyD9bIDbL	mac_other	122.243.198.*	94	101	1	trqRTv19X6ch1m58uG	ee65589cb7b9f84b7ee73837d0c1cae3	null	mm_10046784_143508_11405773	336	280	0	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	65	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	84063791aa5a29854f68ce22732b9652	20130606000105835	1	VhTVLpMnDyNdFgz	windows_chrome	101.104.58.*	216	217	1	null	null	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	23	bebefa5efe83beee17a3d245e7c5085b	1458	10063,10684,14273,13866,10006,10111
0	4	00	5ad4ede8694672144463d9e507ae28ba	20130606000105835	1	Vhkr1u97Leddlmf	windows_chrome	60.13.175.*	374	378	1	null	null	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	59	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	21a594b015a95f803fc364d4cb8a7c1e	20130606000105856	1	Vh1DOad8Pof9aba	windows_chrome	124.230.62.*	201	206	1	null	null	null	mm_10027070_118039_9659846	728	90	2	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	76	bebefa5efe83beee17a3d245e7c5085b	1458	10063,10006,13866,10111
0	4	00	d643ecd832b05b1af3b6c7f95d409a5	20130606000105896	1	VhkELxxZ3UcIwMn	windows_chrome	114.101.226.*	106	110	1	trqRTJkrBoq7JsNr5SqfNX	ed089c4c33f225a878de0e9af7087c9e	null	mm_34022157_3445226_11175096	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	35	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10110
0	4	00	34bcb903bd1d203279a12fc3f71817eb	20130606000105908	1	VhdDLrB93U2ytOc	windows_maxthon	183.21.115.*	216	225	1	5F97t5E0BTK7XhNrUMpENpn	dedc488b98ca20707bc9a723957e7d1f	null	mm_10027070_118039_10308280	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	51	bebefa5efe83beee17a3d245e7c5085b	1458	13866,10063,10111
0	4	00	e461e288f294b64677f984b295af96e0	20130606000105935	1	VhdDLnF1Dt1cXGz	windows_chrome	114.86.105.*	79	79	1	trqRTvFRLec7gspy	fb99dc47258c9f9c6ce5cbcda265fc8c	null	mm_10006435_107390_9388890	728	90	1	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	76	bebefa5efe83beee17a3d245e7c5085b	1458	10076,13866,10063,10006,10111
0	4	00	afe53eea147b803699d9830a4b8b4563	20130606000105947	1	Vhk7ZAny3qs2XmC	windows_ie	58.60.131.*	216	219	1	DFpETuxoGQdcFNKbuKz	6257dce3be0302f40f437bffde7e0b8	null	mm_10024662_3445902_11178345	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	12	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10110
0	4	00	57ab6f0587dba1b53dd610c94bbd0232	20130606000105964	1	Vhd1Lks2OHs2tYj	windows_chrome	36.32.243.*	106	106	1	null	null	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	23	bebefa5efe83beee17a3d245e7c5085b	1458	10024,10006,10052,10063,10110
0	4	00	f0ef196534c72b9f501fbc9ec67940f0	20130606000105975	1	VhkEODMQDoqZ3VR	windows_chrome	119.117.20.*	40	50	1	null	null	null	mm_10027070_118039_9659846	728	90	2	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	76	bebefa5efe83beee17a3d245e7c5085b	1458	10063,13866,10111
0	4	00	ae8a0a166d00074e0eb9a51ccc39fd79	20130606000105978	1	Vhk7ZAny3UN6tha	windows_ie	60.190.252.*	94	95	3	DDTSQuf0MTTNaqKIvMpENpn	ae25820e75d4e99d0ea3ef4c5e9b108d	null	Astro_2nd_Width2	960	90	0	0	20	fb5afa9dba1274beaf3dad86baf97e89	300	20	bebefa5efe83beee17a3d245e7c5085b	1458	10063,10006,10077,10031,10111
0	4	00	16de62cc023fb20778fc5942fbc6f3e2	20130606000105988	1	Vhk7ZAny3c1Vebn	windows_ie	120.84.175.*	216	233	1	51F-l19YBqq4gsz4JKTI	4e2ffe58a2a49e2f124b9c72ebf000b6	null	mm_10024662_3445902_11178361	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	103	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	c0e856fd51b36e78ef3287b99c208476	20130606000106005	1	VhkrL6duOvj9wOC	windows_ie	183.34.126.*	216	223	1	trqRTvFRLpscFU	f6dcec79c3916325d53a9a37d31b72b7	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	51	bebefa5efe83beee17a3d245e7c5085b	1458	13866,10111
0	4	00	833f53bf447a79876d7f5707d6986e51	20130606000106011	1	VhkYOxfyOHffwVc	windows_chrome	123.76.235.*	55	57	1	null	null	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	11	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10063,10024,10110
0	4	00	f7f1090dafc5de6dbf33915ff17d9dbe	20130606000106043	1	Vhk7ZAn4OTF2XmL	windows_ie	183.184.38.*	15	16	1	5OC-q5uvgN171m58uG	654d936e24f7fa55e5fb449a5e7f25c4	null	mm_10024662_3445902_11178374	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	41	bebefa5efe83beee17a3d245e7c5085b	1458	10024,10006,10110
0	4	00	b7ca647f15c01411e1c9c1d26f19b28d	20130606000106049	1	Vhk7ZAn4OT9Vemk	windows_ie	222.187.11.*	80	83	1	lD1Jt6k0MqNxgMKE5SqfNX	81d2af9cabc84b7d090dbdf82e76e296	null	mm_14962967_2576782_10273875	336	280	0	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	81	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	124133795043fbffb40a97d1e500c4e4	20130606000106051	1	VhTDOJp5PldHthB	windows_ie	36.48.155.*	55	57	1	trqRTvp8gIc7gspy	88dc78258a043a63c157b919d21ab6ba	null	mm_33208362_3404787_11159869	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	53	bebefa5efe83beee17a3d245e7c5085b	1458	10063,10006,10059,10075,13866,10076,10111
0	4	00	d739e95640b608e15b9108f8b7f4e804	20130606000106083	1	Vh16PppHOHdCjIB	windows_ie	110.185.204.*	276	277	1	5OC-q5uvgN171m58uG	529dc6346bdd6585ad034b61beb3e316	null	mm_10024662_3445902_11178374	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	7	bebefa5efe83beee17a3d245e7c5085b	1458	10006,13776,10110
0	4	00	f5fc9b7ce5fdcc6ed2180c3277683eb5	20130606000106088	1	Vh271kMOOtxTwsf	windows_chrome	58.59.177.*	238	247	1	trqRTvp8gIc7gspy	cefbc44a8c42aff14d1cff5266cd7af0	null	mm_33208362_3404787_11119183	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	75	bebefa5efe83beee17a3d245e7c5085b	1458	10024,10006,10079,10075,10063,10059,13866,10111
0	4	00	9a9fb3a556a65801cf754bc9115d9e1	20130606000106096	1	Vhk7ZAn4OlFPB-n	mac_other	101.39.245.*	1	1	1	trqRTJz7P9T4wTKbuKz	2f9fb2d4ffcade26bc35f10b7d59e6de	null	mm_31490035_2989693_10121481	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	99	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	dc9f69c16d4ba785acda14055274141a	20130606000106100	1	Vhk7ZAn4OlKOjO2	android_safari	122.194.3.*	80	81	1	trqRTJz7P9T4wTKbuKz	3c255d66bec029f61b8cf10575e7e858	null	mm_31490035_2989693_10122932	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	57	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	ab29a924065d7457bdf0ee362a69cdaf	20130606000106104	1	VhTOZpSQPtq6lbj	windows_ie	1.188.39.*	65	70	1	trqRTvFRLpscFU	d3f8f672fe48791a42a1cdb594aee4ac	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	18	bebefa5efe83beee17a3d245e7c5085b	1458	10006,13866,10076,10063,10024,10111
0	4	00	c9678d4a171c6fa63b9590681a34bb6b	20130606000106107	1	VhdAPDpaOckWFBj	windows_chrome	182.242.229.*	308	309	1	trqRTuuSMTThJsp0UdpENpn	127559bb2501edf2efa550f7f5a0df63	null	mm_10154821_1948737_9248378	336	280	0	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	53	bebefa5efe83beee17a3d245e7c5085b	1458	10024,14273,10006,10031,10057,13403,10063,13800,10052,10110
0	4	00	ea2e3dbbb6f795c5430d4c0ea7fb754f	20130606000106135	1	Vhk7ZAn4OvFdjQL	mac_other	124.68.1.*	40	41	1	5F97t5E0BTK7XhNrUMpENpn	dedc488b98ca20707bc9a723957e7d1f	null	mm_10027070_118039_10308280	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	8	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	10aa39176979e09088e74e54af6d4f6d	20130606000106139	1	VhKKZiCRPHLWQo2	windows_ie	183.155.72.*	94	101	1	trqRTvFRLpscFU	f61d24567e2dcf092f96dbd0afd23251	null	mm_10027070_2459574_9659312	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	18	bebefa5efe83beee17a3d245e7c5085b	1458	10063,13866,10006,10111
0	4	00	3938b500ecba64996d19e7c98bcac5a2	20130606000106150	1	Vhkr1imnLTEItQa	windows_ie	60.13.145.*	374	378	1	DFpETuxoGQdcFNKbuKz	9c6842e29870e6925b70566760892aaf	null	mm_10024662_3445902_11178345	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	19	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10075,10110
0	4	00	274d85d7662405a73a2b188c06f6d770	20130606000106152	1	Vh1n1AFlOZ1ht-L	windows_ie	42.48.92.*	201	202	1	trqRTJpxBqsb1m58uG	b3027628b0d0c318579c4f91e9576f8	null	mm_11596315_1356062_8677718	728	90	2	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	145	bebefa5efe83beee17a3d245e7c5085b	1458	10024,10006,10063,10110
0	4	00	543437937bed74c4e0a0405f03ea7824	20130606000106160	1	Vhk0LuNZDyk8Jbc	windows_ie	202.102.143.*	146	149	1	DFpETuxoGQdcFNKbuKz	3ea16e0266954ddf59bc930f2ddde352	null	mm_10024662_3445902_11178345	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	65	bebefa5efe83beee17a3d245e7c5085b	1458	10024,10006,10110
0	4	00	34d09c7936c74db314f99d4700f58cda	20130606000106178	1	VhdiPudpOHFvGIa	windows_ie	125.38.196.*	2	2	1	trqRTJjrXqf7FmMs	da35ff8432d096aac712d613dc57c590	null	mm_13991432_2298120_9467354	336	280	0	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	14	bebefa5efe83beee17a3d245e7c5085b	1458	10076,10024,10059,10075,10048,10083,10079,10031,10063,10006,10093,10057,13403,13042,10052,10074,10111
0	4	00	e3bc9ef472e505e5a89d61ab17cfcf5c	20130606000106195	1	Vhk7ZAn4Oy12Xml	windows_ie	61.150.88.*	333	338	1	5On-q5uvgN171m58uG	a94d913418d0abfccc120afb265c1e30	null	mm_10024662_3445902_11178359	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	44	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10110
0	4	00	bedec5c8bfb68680a3881bc689fae2b9	20130606000106200	1	Vhk7ZAn4OyuZFZL	windows_ie	117.171.24.*	0	0	1	trqRTJkrBoq7JsNr5SqfNX	1b2877e8e4d452978f25c73de6220089	null	mm_34022157_3445226_11175096	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	35	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10110
0	4	00	8212128c58fad2a26a63842b6cb19665	20130606000106212	1	VhKDOwdL36BWBMc	windows_chrome	219.219.125.*	80	81	1	k1xjTv1cQoq81m58uG	acbea646c75fcda7907b42a9f9a4b81f	null	mm_30734321_2787575_10288767	336	280	255	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	76	bebefa5efe83beee17a3d245e7c5085b	1458	10052,10057,13866,10024,13800
0	4	00	7effc8cb7bbfe9035fcb1d506591cbd8	20130606000106218	1	Vhk7ZAn4O8TVemE	windows_chrome	14.155.24.*	216	219	1	trqRTuTwGINh1mKYUV	977eecce3a928072de1ae62b0ba2a4ed	null	mm_11433910_2023830_9476009	728	90	2	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	76	bebefa5efe83beee17a3d245e7c5085b	1458	null
0	4	00	1147542ade182c76eee11b5e9840fcfc	20130606000106236	1	Vhk7ZAn4O9u2XmB	windows_ie	112.118.70.*	394	394	1	DFpETuxoGQdcFNKbuKz	ceeec322dd3d15c7f958a515d1691ed7	null	mm_10024662_3445902_11178345	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	19	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10110
0	4	00	720c9fd4575313b46a3d28d00a20b89	20130606000106239	1	Vhkr1k5OPlm2lOl	windows_chrome	123.120.213.*	1	1	1	DFpETuxoGQdcFNKbuKz	f9fe83498c31bf90eb3b6fb6db4f0d37	null	mm_10024662_3445902_11178345	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	19	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10110
0	4	00	3f02d85b4138942e189f29a84fedcd35	20130606000106242	1	VhkS1wSlOTFfJdR	windows_ie	115.234.185.*	94	97	1	trqRTJkrBoq7JsNr5SqfNX	83858c78cb0d84d9e4c0364317bd1627	null	mm_34022157_3445226_11175096	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	35	bebefa5efe83beee17a3d245e7c5085b	1458	10079,10075,10006,10110
0	4	00	6478d920821046ebd6cfa714535549d5	20130606000106244	1	Z0T3LvpTPImTghk	windows_ie	114.83.92.*	79	79	1	5F97t5E0BTK7XhNrUMpENpn	8a4180768b5e5b4693a92e0661af2e1	null	mm_10027070_118039_9659846	728	90	2	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	13	bebefa5efe83beee17a3d245e7c5085b	1458	10074,10057,10063,13866,10111
0	4	00	e9d98d6dcc7feb70af6c4407e7851f70	20130606000106260	1	Vhk7ZAn4P6L9tm8	windows_ie	42.198.22.*	183	184	1	trqRTv1xjQLI1m58uG	5a34d790036b0f4743996c3c2cbb7cfd	null	mm_13604912_3392201_11480527	336	280	0	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	26	bebefa5efe83beee17a3d245e7c5085b	1458	10063
0	4	00	d9e951873c65d29a654269f6dd9dc30c	20130606000106295	1	VhdzPe1AOZb8XY2	windows_ie	59.52.182.*	134	135	1	trqRTJkrBoq7JsNr5SqfNX	cc554083edd260fddcbcc48790dd0a9e	null	mm_34022157_3445226_11175096	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	52	bebefa5efe83beee17a3d245e7c5085b	1458	10024,13800,10059,13678,10063,10048,10083,10006,10110
0	4	00	fd4f9555da664ae2233128029d83a724	20130606000106305	1	VhLSLAqZPUSHDba	android_safari	117.90.208.*	80	91	1	5F97t5E0BTK7XhNrUMpENpn	dedc488b98ca20707bc9a723957e7d1f	null	mm_10027070_118039_10308280	160	600	2	1	0	cb7c76e7784031272e37af8e7e9b062c	300	34	bebefa5efe83beee17a3d245e7c5085b	1458	10006,10063,13866,10111
0	4	00	2d6c689f0ea0af2e44d324d9310c72ef	20130606000106316	1	VhTK15ayOck9kdL	android_safari	115.82.41.*	393	393	1	trqRTuS8jZL7FmMs	d704eda4b1ac7a6cb4c2114590b0317d	null	mm_40468498_3493773_11415940	728	90	0	1	0	48f2e9ba15708c0146bda5e1dd653caa	300	85	bebefa5efe83beee17a3d245e7c5085b	1458	10063,13866,10111
0	4	00	f5a044622dccbf4c194353ec56ab19c	20130606000106319	1	VhkS15MLOTEyqG8	windows_ie	119.131.88.*	216	217	1	DFpETuxoGQdcFNKbuKz	7b73f2fb5fcfcfab6b29af4d9f820506	null	mm_10024662_3445902_11178345	336	280	2	1	0	77819d3e0b3467fe5c7b16d68ad923a1	300	51	bebefa5efe83beee17a3d245e7c5085b	1458	10006,13800,10102,10075,10063,10110
